"name,","online_order,","book_table,","rate,","votes,","phone,","location,","rest_type,","dish_liked,","cuisines,","approx_cost,","listed_in_type,","listed_in_city,","price_segment,",rating_category
Ma-Arya Family Restaurant,No,No,3.7,61,"080 26601211
+91 9620007561",Basavanagudi,Casual Dining,"Mutton Biryani, Crispy Fried Chicken","Biryani, South Indian, North Indian, Chinese, Andhra",600,Dine-out,Banashankari,Medium,Average
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,"080 26746999
080 26748999",Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, Fast Food, Street Food",400,Dine-out,Banashankari,Low,Average
Ragoo's,Yes,No,3.9,233,"080 26762888
080 26763888",Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800,Dine-out,Banashankari,Medium,Average
Imperial Restaurant,Yes,No,3.7,264,"+91 7338431313
080 26741313",Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750,Dine-out,Banashankari,Medium,Average
Udupi Sri Krishna Bhavan,No,No,4.1,238,080 26676566,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",South Indian,600,Dine-out,Banashankari,Medium,Excellent
Curry Leaves,Yes,No,4.1,176,"+91 8048666976
+91 8026760130",Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Dine-out,Banashankari,Medium,Excellent
Goli Vada Pav No. 1,Yes,No,3.7,93,"+91 9845208282
+91 9538308282",Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200,Dine-out,Banashankari,Low,Average
Ice Thunder,No,No,3.8,124,+91 9845366565,Basavanagudi,Quick Bites,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers","South Indian, Fast Food, North Indian, Desserts",300,Dine-out,Banashankari,Low,Average
South Kitchen,Yes,No,4.3,275,+91 9880980009,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100,Dine-out,Banashankari,Low,Excellent
Upahara Darshini,No,No,4.2,254,080 26611355,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",South Indian,150,Dine-out,Banashankari,Low,Excellent
Mahalaxmi Tiffin Room,No,No,4.1,177,+91 8762687707,Basavanagudi,Quick Bites,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",South Indian,100,Dine-out,Banashankari,Low,Excellent
Sandwichwallas,Yes,No,4,132,+91 8277204538,Basavanagudi,Quick Bites,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",Fast Food,200,Dine-out,Banashankari,Low,Excellent
Udupi Grand,Yes,No,3.8,74,"+91 9242115999
+91 9591322733",Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Dine-out,Banashankari,Low,Average
Castle Rock,Yes,No,3.6,172,"080 42014000
+91 9845030125",Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700,Dine-out,Banashankari,Medium,Average
Kamat Bugle Rock,Yes,No,3.9,543,080 26605734,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300,Dine-out,Banashankari,Low,Average
Basavanagudi Mylari,No,No,4,52,+91 9880623407,Basavanagudi,Quick Bites,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",South Indian,300,Dine-out,Banashankari,Low,Excellent
RS Shiv Sagar,No,No,3.7,217,"080 26604686
080 26600115",Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450,Dine-out,Banashankari,Low,Average
Pramukh Family Restaurant,No,No,3.9,111,"080 26622484
+91 8970968889",Basavanagudi,Casual Dining,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts","North Indian, Chinese, Mughlai",700,Dine-out,Banashankari,Medium,Average
Chaatimes,Yes,No,3.8,133,+91 8884232233,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri","Street Food, Fast Food",200,Dine-out,Banashankari,Low,Average
Vybhava,No,No,3.8,39,+91 8026653198,Jayanagar,Quick Bites,"Masala Dosa, Idli, Vada Sambar","South Indian, North Indian",250,Dine-out,Banashankari,Low,Average
Shree Venkateshwara North Karnataka Hotel,No,No,4,64,+91 8971951073,Basavanagudi,Quick Bites,"Buttermilk, Jolada Rotti",South Indian,200,Dine-out,Banashankari,Low,Excellent
Harshi Super Sandwich,No,No,3.8,148,+91 9900924729,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150,Dine-out,Banashankari,Low,Average
Belly Squad Food Truck,No,No,3.8,55,+91 7760617526,South Bangalore,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",300,Dine-out,Banashankari,Low,Average
Jcubez,No,Yes,3.8,977,"+91 9740425235
+91 8746006497",Banashankari,Lounge,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",Finger Food,1300,Drinks & nightlife,Banashankari,High,Average
Gustoes Beer House,No,No,4.1,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak",1200,Drinks & nightlife,Banashankari,High,Excellent
Vi Ra's Bar and Restaurant,No,No,3.3,62,"+91 9845063930
+91 7411148111",Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",800,Drinks & nightlife,Banashankari,Medium,Average
Darbar,No,No,3,98,+91 8861271465,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Drinks & nightlife,Banashankari,Medium,Average
Soho Bar & Grill,No,No,2.7,377,"080 41609445
080 41609443",Basavanagudi,Pub,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","North Indian, Chinese, Thai",1100,Drinks & nightlife,Banashankari,High,Poor
Deja Vu Resto Bar,Yes,Yes,4.4,2487,+91 9632499855,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,Buffet,Bannerghatta Road,Medium,Excellent
Fattoush,Yes,Yes,4.2,1964,"080 41425553
+91 7337830044",Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000,Buffet,Bannerghatta Road,High,Excellent
Empire Restaurant,Yes,No,4.3,3178,080 49653239,Bannerghatta Road,Casual Dining,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken","North Indian, Mughlai, South Indian, Chinese",750,Buffet,Bannerghatta Road,Medium,Excellent
Abhiruchi Hotel,Yes,No,3.3,455,"+91 8041470003
+91 8049597979",Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550,Buffet,Bannerghatta Road,Medium,Average
Barbeque Nation,No,Yes,4.7,3845,+91 8064806060,JP Nagar,Casual Dining,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","North Indian, European, Mediterranean, BBQ, Kebab",1600,Buffet,Bannerghatta Road,High,Excellent
Sattvam,No,No,4.3,353,"080 26595000
+91 9483275526",JP Nagar,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian",1200,Buffet,Bannerghatta Road,High,Excellent
24th Main,No,Yes,4.1,1234,"+91 9900092563
+91 8722148555",JP Nagar,Casual Dining,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms","North Indian, South Indian, Chinese",800,Buffet,Bannerghatta Road,Medium,Excellent
Zaitoon,Yes,Yes,4.1,1538,"080 41477977
080 41488988",JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","BBQ, Arabian, Chinese, North Indian, Desserts",1000,Buffet,Bannerghatta Road,High,Excellent
Oye Amritsar,Yes,Yes,3.8,756,"080 49577007
+91 9945524705",JP Nagar,Casual Dining,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka",North Indian,1000,Buffet,Bannerghatta Road,High,Average
Melt - Eden Park,Yes,Yes,4,347,+91 9606487102,JP Nagar,Casual Dining,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","North Indian, Chinese, Thai, Mughlai, Seafood",1000,Buffet,Bannerghatta Road,High,Excellent
Spice Code,No,Yes,4,165,"+91 9513699007
+91 9513699006",JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani","South Indian, North Indian, Chinese, Biryani",1000,Buffet,Bannerghatta Road,High,Excellent
The Onyx - The HHI Select Bengaluru,No,No,3.3,177,"+91 9742281239
+91 8884404894",JP Nagar,Casual Dining,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","North Indian, Chinese, Continental",950,Buffet,Bannerghatta Road,Medium,Average
Sankranthi Veg Restaurant,Yes,No,3,102,+91 8095275614,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Buffet,Bannerghatta Road,Medium,Average
Cafe Kabana,No,Yes,4,200,"+91 8884044348
+91 8762989999",Bannerghatta Road,Cafe,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs","Cafe, Continental",700,Cafes,Bannerghatta Road,Medium,Excellent
Butterly,Yes,No,3.9,102,+91 7338636363,Bannerghatta Road,Cafe,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages",450,Cafes,Bannerghatta Road,Low,Average
Black Mug Cafe,Yes,No,3.7,171,"+91 9845561119
+91 8095257151",Bannerghatta Road,Cafe,Coffee,Cafe,300,Cafes,Bannerghatta Road,Low,Average
#refuel,Yes,No,3.7,37,+91 8971227222,Bannerghatta Road,Cafe,"Thick Shakes, Sandwiches, Pasta, Mocktails","Cafe, Beverages",400,Cafes,Bannerghatta Road,Low,Average
WAFL,Yes,No,3.9,40,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Cafes,Bannerghatta Road,Low,Average
Vaho Kafe & Pressery,No,No,3.9,125,"+91 9845687999
080 41494199",Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500,Cafes,Bannerghatta Road,Medium,Average
Dreamcatcher,Yes,No,3.9,49,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Cafes,Bannerghatta Road,Medium,Average
Cafe Arabica,No,No,3.8,69,"080 64442444
+91 8050042444",Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Cafes,Bannerghatta Road,Medium,Average
Kalmane Koffees,No,No,3.9,78,+91 9972900494,Bannerghatta Road,Cafe,"Brownie, Filter Coffee",Cafe,350,Cafes,Bannerghatta Road,Low,Average
Brews N Bites,Yes,No,2.7,48,+91 9886791151,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650,Cafes,Bannerghatta Road,Medium,Poor
Slate Cafe,Yes,No,4.1,46,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600,Cafes,Bannerghatta Road,Medium,Excellent
Dialogues,No,No,4,129,+91 8800946279,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600,Cafes,Bannerghatta Road,Medium,Excellent
Mudpipe Cafe,Yes,Yes,3.9,727,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,Cafes,Bannerghatta Road,Medium,Average
TAB - Take A Break,No,No,4.1,521,"+91 9535133088
+91 9448157110",JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Cafes,Bannerghatta Road,Medium,Excellent
Biggies Burger 'n' More,Yes,No,4.1,203,"+91 9740962288
080 41145111",JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Cafes,Bannerghatta Road,Medium,Excellent
Onesta,Yes,Yes,4.4,4381,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Cafes,Bannerghatta Road,Medium,Excellent
Cafe Potpourri,Yes,No,3.7,131,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes,Bannerghatta Road,Low,Average
Vinaya Coffee Moments,Yes,No,3.7,46,"+91 9538699211
080 49566825",JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Cafes,Bannerghatta Road,Low,Average
Cuppa,No,No,3.4,48,080 40939471,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550,Cafes,Bannerghatta Road,Medium,Average
Skytouch Le Cafe,Yes,No,3.7,127,"080 40932483
+91 9740848803",JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700,Cafes,Bannerghatta Road,Medium,Average
Woodee Pizza,Yes,No,2.7,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Cafes,Bannerghatta Road,Medium,Poor
Sai Abhiruchi,Yes,No,3.7,335,080 49653037,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800,Delivery,Bannerghatta Road,Medium,Average
Capsicum Family Restaurant,Yes,No,3.8,254,080 49652641,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800,Delivery,Bannerghatta Road,Medium,Average
Easy Bites,Yes,No,4.1,63,080 43334321,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300,Delivery,Bannerghatta Road,Low,Excellent
Hiyar Majhe Kolkata,Yes,No,4,244,"+91 9108919806
+91 9739059571",BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400,Delivery,Bannerghatta Road,Low,Excellent
Sri Lakshmi Dhaba,Yes,No,2.9,255,"+91 8970548240
+91 9739369901",BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Delivery,Bannerghatta Road,Low,Poor
XO Belgian Waffle,Yes,No,4.5,549,080 45128804,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery,Bannerghatta Road,Low,Excellent
Swadista Aahar,Yes,No,4.1,775,"+91 9844006825
+91 9844615361",BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery,Bannerghatta Road,Low,Excellent
Al-Bek,Yes,No,3.6,208,080 43334321,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery,Bannerghatta Road,Low,Average
Aniram's,Yes,No,4.1,739,"+91 8867760111
+91 8867760222",JP Nagar,Delivery,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",500,Delivery,Bannerghatta Road,Medium,Excellent
Punjabi Nawabi,Yes,No,3.8,310,"+91 9916713131
+91 9916813131",Bannerghatta Road,Quick Bites,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",North Indian,400,Delivery,Bannerghatta Road,Low,Average
Swad Punjab Da,Yes,No,4,126,+91 8360151853,BTM,Quick Bites,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",North Indian,150,Delivery,Bannerghatta Road,Low,Excellent
BOX8- Desi Meals,Yes,No,4.1,427,080 33552698,Bannerghatta Road,"Takeaway, Delivery","Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches","North Indian, Mughlai, Fast Food",500,Delivery,Bannerghatta Road,Medium,Excellent
Roti Wala,Yes,No,4,197,+91 9731100002,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300,Delivery,Bannerghatta Road,Low,Excellent
Midnight Mania,Yes,No,4.1,601,+91 9066022868,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake","Pizza, Italian, Beverages",700,Delivery,Bannerghatta Road,Medium,Excellent
Kitchens@JP Nagar,Yes,No,3.9,488,080 43334321,JP Nagar,"Takeaway, Delivery",Vegetable Biryani,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery,Bannerghatta Road,Low,Average
Krishna Kuteera,Yes,No,4,396,+91 9035011234,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road,Low,Excellent
Apna Punjab,Yes,No,3.6,474,+91 7411793215,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450,Delivery,Bannerghatta Road,Low,Average
Paratha Junction,Yes,No,2.9,172,+91 9535673059,BTM,Quick Bites,"Paratha, Kadai Paneer","North Indian, Chinese",300,Delivery,Bannerghatta Road,Low,Poor
Nellore Bhojanam,Yes,No,3.1,175,+91 7760358195,Bannerghatta Road,Quick Bites,Biryani,Andhra,250,Delivery,Bannerghatta Road,Low,Average
Momoz,Yes,No,4,939,"+91 9986304455
080 41677117",BTM,Casual Dining,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo","Chinese, Momos",600,Delivery,Bannerghatta Road,Medium,Excellent
Kalingas,Yes,No,3.9,173,080 42038180,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250,Delivery,Bannerghatta Road,Low,Average
Kanteen The Eatery,Yes,No,3.9,77,080 43749430,Bannerghatta Road,Quick Bites,"Chole Bhature, Pav Bhaji, Misal Pav",North Indian,400,Delivery,Bannerghatta Road,Low,Average
Kullad Cafe,Yes,No,3.9,326,"+91 8861570148
+91 9972089231",BTM,Cafe,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea","North Indian, Cafe, Fast Food, Beverages",200,Delivery,Bannerghatta Road,Low,Average
Donne Biriyani House,Yes,No,3.3,212,"080 41614200
+91 9886944200",JP Nagar,Quick Bites,"Biryani, Kshatriya Kebab","Biryani, Andhra",350,Delivery,Bannerghatta Road,Low,Average
Litti Twist,Yes,No,4.1,464,+91 8884270523,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300,Delivery,Bannerghatta Road,Low,Excellent
FreshMenu,Yes,No,3.3,628,+91 9019245000,Bannerghatta Road,Delivery,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Bannerghatta Road,Low,Average
Shanthi Sagar,Yes,No,3.6,518,+91 8217521220,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road,Low,Average
Cakebuy,Yes,No,3.9,70,+91 8496934114,Bannerghatta Road,Dessert Parlor,Chocolate Truffle,Desserts,350,Delivery,Bannerghatta Road,Low,Average
Five Star Chicken,Yes,No,3.9,62,+91 8884121777,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300,Delivery,Bannerghatta Road,Low,Average
Corner House Ice Cream,Yes,No,4.4,819,080 26540925,Jayanagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee","Ice Cream, Desserts",400,Delivery,Bannerghatta Road,Low,Excellent
Fattoush,Yes,Yes,4.2,1964,"080 41425553
+91 7337830044",Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000,Delivery,Bannerghatta Road,High,Excellent
Behrouz Biryani,Yes,No,4,138,091 7700050050,Bannerghatta Road,Delivery,"Gulab Jamun, Vegetable Biryani, Mint Raita",Biryani,650,Delivery,Bannerghatta Road,Medium,Excellent
Abhiruchi Hotel,Yes,No,3.3,455,"+91 8041470003
+91 8049597979",Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550,Delivery,Bannerghatta Road,Medium,Average
Hind Ka Chulah,Yes,No,3.8,181,"+91 9738933467
+91 8970646882",Bannerghatta Road,Food Court,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan","North Indian, Biryani",600,Delivery,Bannerghatta Road,Medium,Average
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,43,"+91 9880101051
+91 9742661909",JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300,Delivery,Bannerghatta Road,Low,Average
Pizza Hut,Yes,No,2.7,159,080 39883988,JP Nagar,Quick Bites,Prompt Service,Pizza,750,Delivery,Bannerghatta Road,Medium,Poor
Subway,Yes,No,3.2,166,"080 41252625
+91 9972004499",Bannerghatta Road,Quick Bites,Salad,"Salad, Fast Food",600,Delivery,Bannerghatta Road,Medium,Average
Biryani Durbar,Yes,No,3.7,128,080 49652102,Bannerghatta Road,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab","Biryani, North Indian",400,Delivery,Bannerghatta Road,Low,Average
Mahesh Friends Food Center,Yes,No,2.9,126,+91 9731081364,BTM,Quick Bites,Lassi,"Chinese, North Indian",300,Delivery,Bannerghatta Road,Low,Poor
Kabab Magic,Yes,No,4,952,080 26490895,Jayanagar,Quick Bites,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll, Pulpy Grape Juice","North Indian, Kebab, Chinese, Fast Food",400,Delivery,Bannerghatta Road,Low,Excellent
Burger King,Yes,No,3.8,472,080 33558000,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600,Delivery,Bannerghatta Road,Medium,Average
Dadi's Dum Biryani,Yes,Yes,4,739,"+91 7090377777
080 43716050",Bannerghatta Road,Casual Dining,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda","Biryani, North Indian, Mughlai",800,Delivery,Bannerghatta Road,Medium,Excellent
Alankrutha,Yes,No,3.9,255,080 71967536,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",500,Delivery,Bannerghatta Road,Medium,Average
Paradise,Yes,No,4,1974,"+91 9513477574
+91 9901842605",JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800,Delivery,Bannerghatta Road,Medium,Excellent
Andhra Ruchulu,Yes,Yes,4.2,1428,"+91 8970409660
+91 9900262033",JP Nagar,Casual Dining,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani","Andhra, North Indian",800,Delivery,Bannerghatta Road,Medium,Excellent
Adithya,Yes,No,4,332,080 49652760,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300,Delivery,Bannerghatta Road,Low,Excellent
Cheesiano Pizza,Yes,Yes,4,199,"+91 8043761455
+91 7678077768",JP Nagar,Quick Bites,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza","Pizza, Italian",700,Delivery,Bannerghatta Road,Medium,Excellent
KFC,Yes,No,3.9,437,080 33994444,JP Nagar,Quick Bites,"Burgers, Wings, Fries, Rice Bowl, Popcorn Chicken, Zinger Burger, Chicken Snacker","Burger, Fast Food",400,Delivery,Bannerghatta Road,Low,Average
Dande's Hyderabad Biryani,Yes,No,3.8,207,080 41454647,Bannerghatta Road,Casual Dining,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani","Biryani, Andhra, North Indian",700,Delivery,Bannerghatta Road,Medium,Average
Onesta,Yes,Yes,4.4,4381,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Delivery,Bannerghatta Road,Medium,Excellent
